% Model:              SIMBench260525粗网格.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 27 2026, 20:05
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        温度
% Length unit:        m
% x                       y                        T (K)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 294.478925724
0.0005 -0.0305 294.406728776
0.0005 -0.0295 294.352186339
0.0005 -0.0285 294.297643902
0.0005 -0.0275 294.233272215
0.0005 -0.0265 294.159048012
0.0005 -0.0255 294.084823809
0.0005 -0.0245 293.973658446
0.0005 -0.0235 293.661687843
0.0005 -0.0225 293.554208008
0.0005 -0.0215 293.446728172
0.0005 -0.0205 293.339248337
0.0005 -0.0195 293.231768501
0.0005 -0.0185 293.150003225
0.0005 -0.0175 293.14309531
0.0005 -0.0165 293.143648304
0.0005 -0.0155 293.144201298
0.0005 -0.0145 293.144754291
0.0005 -0.0135 293.154587486
0.0005 -0.0125 293.271985195
0.0005 -0.0115 293.436040184
0.0005 -0.0105 293.600095172
0.0005 -0.0095 293.764150161
0.0005 -0.0085 293.928205149
0.0005 -0.0075 294.264206822
0.0005 -0.0065 294.312839282
0.0005 -0.0055 294.361471743
0.0005 -0.0045 294.410104203
0.0005 -0.0035 294.458736664
0.0005 -0.0025 295.146949018
0.0005 -0.0015 295.87075505
0.0005 -0.0005 296.594561082
0.0005 0.0005 297.318367114
0.0005 0.0015 298.042173146
0.0005 0.0025 298.768717449
0.0005 0.0035 299.769666348
0.0005 0.0045 300.770615246
0.0005 0.0055 301.771564144
0.0005 0.0065 302.772513042
0.0005 0.0075 303.323217543
0.0005 0.0085 303.742950772
0.0005 0.0095 304.162684001
0.0005 0.0105 304.58241723
0.0005 0.0115 305.00215046
0.0005 0.0125 305.326420326
0.0005 0.0135 305.663397228
0.0005 0.0145 306.000374129
0.0005 0.0155 306.337351031
0.0005 0.0165 306.674327932
0.0005 0.0175 306.963752296
0.0005 0.0185 307.575398034
0.0005 0.0195 308.187043773
0.0005 0.0205 308.798689511
0.0005 0.0215 309.410335249
0.0005 0.0225 309.963924416
0.0005 0.0235 311.310919779
0.0005 0.0245 312.657915142
0.0005 0.0255 314.004910504
0.0005 0.0265 315.351905867
0.0005 0.0275 316.701752664
0.0005 0.0285 318.438189762
0.0005 0.0295 320.174626861
0.0005 0.0305 321.91106396
0.0005 0.0315 323.648303882
0.0015 -0.0315 295.127591315
0.0015 -0.0305 294.972792593
0.0015 -0.0295 294.865286624
0.0015 -0.0285 294.810744186
0.0015 -0.0275 294.746395765
0.0015 -0.0265 294.672171562
0.0015 -0.0255 294.487123878
0.0015 -0.0245 294.201700777
0.0015 -0.0235 293.866969134
0.0015 -0.0225 293.55121207
0.0015 -0.0215 293.443732234
0.0015 -0.0205 293.336252399
0.0015 -0.0195 293.228772563
0.0015 -0.0185 293.17746149
0.0015 -0.0175 293.140595731
0.0015 -0.0165 293.141148725
0.0015 -0.0155 293.141701718
0.0015 -0.0145 293.142254712
0.0015 -0.0135 293.192620229
0.0015 -0.0125 293.259088983
0.0015 -0.0115 293.413287114
0.0015 -0.0105 293.577342102
0.0015 -0.0095 293.741397091
0.0015 -0.0085 294.060467465
0.0015 -0.0075 294.545381214
0.0015 -0.0065 294.749402108
0.0015 -0.0055 294.798034568
0.0015 -0.0045 294.846667029
0.0015 -0.0035 295.251476049
0.0015 -0.0025 296.128658619
0.0015 -0.0015 296.911304091
0.0015 -0.0005 297.635110123
0.0015 0.0005 298.358916155
0.0015 0.0015 299.046851066
0.0015 0.0025 299.68208732
0.0015 0.0035 300.538549066
0.0015 0.0045 301.539497964
0.0015 0.0055 302.540446862
0.0015 0.0065 303.320116855
0.0015 0.0075 303.763439127
0.0015 0.0085 304.192560363
0.0015 0.0095 304.612293592
0.0015 0.0105 305.032026822
0.0015 0.0115 305.399834521
0.0015 0.0125 305.68774367
0.0015 0.0135 306.004836421
0.0015 0.0145 306.341813322
0.0015 0.0155 306.678790224
0.0015 0.0165 306.950344639
0.0015 0.0175 307.118138705
0.0015 0.0185 307.547063314
0.0015 0.0195 308.158709052
0.0015 0.0205 308.770354791
0.0015 0.0215 309.252218525
0.0015 0.0225 309.548608707
0.0015 0.0235 310.431122291
0.0015 0.0245 311.778117653
0.0015 0.0255 313.125113016
0.0015 0.0265 314.378092206
0.0015 0.0275 315.544328821
0.0015 0.0285 317.174653406
0.0015 0.0295 318.911090505
0.0015 0.0305 320.649936075
0.0015 0.0315 322.533821882
0.0025 -0.0315 295.776256905
0.0025 -0.0305 295.621458183
0.0025 -0.0295 295.466659462
0.0025 -0.0285 295.323844471
0.0025 -0.0275 295.259519315
0.0025 -0.0265 295.000589311
0.0025 -0.0255 294.715166209
0.0025 -0.0245 294.429743108
0.0025 -0.0235 294.086536581
0.0025 -0.0225 293.727921047
0.0025 -0.0215 293.440736296
0.0025 -0.0205 293.333256461
0.0025 -0.0195 293.249474846
0.0025 -0.0185 293.204919755
0.0025 -0.0175 293.160364664
0.0025 -0.0165 293.138649145
0.0025 -0.0155 293.139202139
0.0025 -0.0145 293.164184219
0.0025 -0.0135 293.230652972
0.0025 -0.0125 293.297121726
0.0025 -0.0115 293.390534043
0.0025 -0.0105 293.554589032
0.0025 -0.0095 293.763097156
0.0025 -0.0085 294.248010906
0.0025 -0.0075 294.732924655
0.0025 -0.0065 295.185964933
0.0025 -0.0055 295.234597394
0.0025 -0.0045 295.324490716
0.0025 -0.0035 296.201673285
0.0025 -0.0025 297.078855854
0.0025 -0.0015 297.951853132
0.0025 -0.0005 298.675659164
0.0025 0.0005 299.398726514
0.0025 0.0015 300.033962768
0.0025 0.0025 300.669199021
0.0025 0.0035 301.307431784
0.0025 0.0045 302.308380682
0.0025 0.0055 303.309329581
0.0025 0.0065 303.755604761
0.0025 0.0075 304.198927033
0.0025 0.0085 304.642169954
0.0025 0.0095 305.061903184
0.0025 0.0105 305.481636413
0.0025 0.0115 305.770885733
0.0025 0.0125 306.058794882
0.0025 0.0135 306.346704031
0.0025 0.0145 306.683252516
0.0025 0.0155 307.020229417
0.0025 0.0165 307.191774563
0.0025 0.0175 307.359568629
0.0025 0.0185 307.527362694
0.0025 0.0195 308.130374332
0.0025 0.0205 308.735887101
0.0025 0.0215 309.032277283
0.0025 0.0225 309.328667465
0.0025 0.0235 309.625057647
0.0025 0.0245 310.898320165
0.0025 0.0255 312.209127737
0.0025 0.0265 313.375364353
0.0025 0.0275 314.541600969
0.0025 0.0285 315.91111705
0.0025 0.0295 317.651568268
0.0025 0.0305 319.535454075
0.0025 0.0315 321.419339881
0.0035 -0.0315 296.424922495
0.0035 -0.0305 296.270123773
0.0035 -0.0295 296.115325052
0.0035 -0.0285 295.883548298
0.0035 -0.0275 295.547202105
0.0035 -0.0265 295.228631642
0.0035 -0.0255 294.94320854
0.0035 -0.0245 294.657785439
0.0035 -0.0235 294.306104028
0.0035 -0.0225 293.947488494
0.0035 -0.0215 293.588872961
0.0035 -0.0205 293.330260523
0.0035 -0.0195 293.276933111
0.0035 -0.0185 293.23237802
0.0035 -0.0175 293.187822928
0.0035 -0.0165 293.143267837
0.0035 -0.0155 293.136702559
0.0035 -0.0145 293.202216962
0.0035 -0.0135 293.268685715
0.0035 -0.0125 293.335154469
0.0035 -0.0115 293.401623222
0.0035 -0.0105 293.531835961
0.0035 -0.0095 293.950640597
0.0035 -0.0085 294.435554346
0.0035 -0.0075 294.920468095
0.0035 -0.0065 295.405381844
0.0035 -0.0055 295.671160219
0.0035 -0.0045 296.274687951
0.0035 -0.0035 297.15187052
0.0035 -0.0025 298.029053089
0.0035 -0.0015 298.906235658
0.0035 -0.0005 299.716208205
0.0035 0.0005 300.385838216
0.0035 0.0015 301.021074469
0.0035 0.0025 301.656310723
0.0035 0.0035 302.291546976
0.0035 0.0045 303.0772634
0.0035 0.0055 303.747770396
0.0035 0.0065 304.191092667
0.0035 0.0075 304.634414938
0.0035 0.0085 305.07773721
0.0035 0.0095 305.511512775
0.0035 0.0105 305.854027795
0.0035 0.0115 306.141936944
0.0035 0.0125 306.429846093
0.0035 0.0135 306.717755242
0.0035 0.0145 307.024691709
0.0035 0.0155 307.265410421
0.0035 0.0165 307.433204486
0.0035 0.0175 307.600998552
0.0035 0.0185 307.768792618
0.0035 0.0195 308.102039612
0.0035 0.0205 308.515945859
0.0035 0.0215 308.812336041
0.0035 0.0225 309.108726223
0.0035 0.0235 309.405116405
0.0035 0.0245 310.018522677
0.0035 0.0255 311.206399885
0.0035 0.0265 312.3726365
0.0035 0.0275 313.538873116
0.0035 0.0285 314.755018646
0.0035 0.0295 316.537086268
0.0035 0.0305 318.420972075
0.0035 0.0315 320.304857881
0.0045 -0.0315 297.073588085
0.0045 -0.0305 296.901017949
0.0045 -0.0295 296.556814624
0.0045 -0.0285 296.212611298
0.0045 -0.0275 295.872580148
0.0045 -0.0265 295.548204044
0.0045 -0.0255 295.22382794
0.0045 -0.0245 294.871275298
0.0045 -0.0235 294.474410101
0.0045 -0.0225 294.092583666
0.0045 -0.0215 293.710757232
0.0045 -0.0205 293.369308924
0.0045 -0.0195 293.28388787
0.0045 -0.0185 293.241575685
0.0045 -0.0175 293.1992635
0.0045 -0.0165 293.156951316
0.0045 -0.0155 293.153244866
0.0045 -0.0145 293.2197425
0.0045 -0.0135 293.286240135
0.0045 -0.0125 293.352737769
0.0045 -0.0115 293.419235403
0.0045 -0.0105 293.566188817
0.0045 -0.0095 294.052508167
0.0045 -0.0085 294.538827518
0.0045 -0.0075 295.025146869
0.0045 -0.0065 295.511466219
0.0045 -0.0055 296.090327097
0.0045 -0.0045 296.96072656
0.0045 -0.0035 297.836862546
0.0045 -0.0025 298.712998533
0.0045 -0.0015 299.589134519
0.0045 -0.0005 300.396690137
0.0045 0.0005 301.018466798
0.0045 0.0015 301.651950979
0.0045 0.0025 302.285435159
0.0045 0.0035 302.91891934
0.0045 0.0045 303.543911973
0.0045 0.0055 304.014376066
0.0045 0.0065 304.457704512
0.0045 0.0075 304.901032957
