% Model:              SIMBench260525粗网格.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 27 2026, 20:03
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        温度
% Length unit:        m
% x                       y                        T (K)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 295.617770123
0.0005 -0.0305 295.085359871
0.0005 -0.0295 294.5481913
0.0005 -0.0285 294.011022729
0.0005 -0.0275 293.473854157
0.0005 -0.0265 293.198897007
0.0005 -0.0255 293.159618418
0.0005 -0.0245 293.120339828
0.0005 -0.0235 293.081061239
0.0005 -0.0225 293.041782649
0.0005 -0.0215 292.939237348
0.0005 -0.0205 293.033556611
0.0005 -0.0195 293.127875874
0.0005 -0.0185 293.222195137
0.0005 -0.0175 293.3165144
0.0005 -0.0165 293.215728165
0.0005 -0.0155 293.269238506
0.0005 -0.0145 293.322748848
0.0005 -0.0135 293.376259189
0.0005 -0.0125 293.42976953
0.0005 -0.0115 293.32017701
0.0005 -0.0105 293.271769199
0.0005 -0.0095 293.223361388
0.0005 -0.0085 293.174953577
0.0005 -0.0075 293.247827565
0.0005 -0.0065 293.393524333
0.0005 -0.0055 293.539221102
0.0005 -0.0045 293.68491787
0.0005 -0.0035 294.002256372
0.0005 -0.0025 293.991592016
0.0005 -0.0015 293.980927659
0.0005 -0.0005 293.970263302
0.0005 0.0005 293.959598945
0.0005 0.0015 294.314673217
0.0005 0.0025 294.91251543
0.0005 0.0035 295.510357643
0.0005 0.0045 296.108199856
0.0005 0.0055 296.70604207
0.0005 0.0065 297.171941142
0.0005 0.0075 297.668323648
0.0005 0.0085 298.18379683
0.0005 0.0095 298.699270011
0.0005 0.0105 299.214743193
0.0005 0.0115 299.585331686
0.0005 0.0125 299.746429373
0.0005 0.0135 299.917201766
0.0005 0.0145 300.087974159
0.0005 0.0155 300.258746552
0.0005 0.0165 300.412427801
0.0005 0.0175 300.599682235
0.0005 0.0185 300.845189158
0.0005 0.0195 301.090696081
0.0005 0.0205 301.336203003
0.0005 0.0215 301.571374512
0.0005 0.0225 302.012131746
0.0005 0.0235 302.827754347
0.0005 0.0245 303.643376949
0.0005 0.0255 304.45899955
0.0005 0.0265 305.274622152
0.0005 0.0275 306.113197204
0.0005 0.0285 307.382062328
0.0005 0.0295 308.650927453
0.0005 0.0305 309.919792577
0.0005 0.0315 311.187904189
0.0015 -0.0315 296.045197298
0.0015 -0.0305 295.889619296
0.0015 -0.0295 295.366725684
0.0015 -0.0285 294.829557113
0.0015 -0.0275 294.342288187
0.0015 -0.0265 294.137421376
0.0015 -0.0255 294.004685663
0.0015 -0.0245 293.965407074
0.0015 -0.0235 293.926128484
0.0015 -0.0225 293.835816608
0.0015 -0.0215 293.663044022
0.0015 -0.0205 293.618492581
0.0015 -0.0195 293.712811844
0.0015 -0.0185 293.807131107
0.0015 -0.0175 293.78353295
0.0015 -0.0165 293.577375561
0.0015 -0.0155 293.504772401
0.0015 -0.0145 293.558282742
0.0015 -0.0135 293.611793083
0.0015 -0.0125 293.554055232
0.0015 -0.0115 293.348146237
0.0015 -0.0105 293.283015524
0.0015 -0.0095 293.234607713
0.0015 -0.0085 293.190386054
0.0015 -0.0075 293.265389723
0.0015 -0.0065 293.453229677
0.0015 -0.0055 293.598926445
0.0015 -0.0045 293.744623214
0.0015 -0.0035 294.161625475
0.0015 -0.0025 294.550941953
0.0015 -0.0015 294.540277597
