% Model:              SIMBench260525.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 27 2026, 18:24
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        温度
% Length unit:        m
% x                       y                        T (K)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 345.373726546
0.0005 -0.0305 343.632433382
0.0005 -0.0295 341.891140218
0.0005 -0.0285 339.358547852
0.0005 -0.0275 336.872097769
0.0005 -0.0265 334.385647686
0.0005 -0.0255 332.865409754
0.0005 -0.0245 331.693968708
0.0005 -0.0235 330.522527662
0.0005 -0.0225 329.707322366
0.0005 -0.0215 328.903642345
0.0005 -0.0205 328.099962324
0.0005 -0.0195 327.231456972
0.0005 -0.0185 326.546626873
0.0005 -0.0175 325.861796775
0.0005 -0.0165 324.339929701
0.0005 -0.0155 322.321608564
0.0005 -0.0145 320.303287426
0.0005 -0.0135 317.621537313
0.0005 -0.0125 311.80122933
0.0005 -0.0115 305.980921346
0.0005 -0.0105 302.222142772
0.0005 -0.0095 300.266799187
0.0005 -0.0085 298.311455602
0.0005 -0.0075 295.768527488
0.0005 -0.0065 294.558988045
0.0005 -0.0055 293.430722831
0.0005 -0.0045 293.157988631
0.0005 -0.0035 293.141313389
0.0005 -0.0025 293.141173044
0.0005 -0.0015 293.147552147
0.0005 -0.0005 293.152094827
0.0005 0.0005 293.151548127
0.0005 0.0015 293.146022698
0.0005 0.0025 293.139166143
0.0005 0.0035 293.151073091
0.0005 0.0045 293.187896754
0.0005 0.0055 293.673146209
0.0005 0.0065 295.531707365
0.0005 0.0075 297.517475551
0.0005 0.0085 301.428544975
0.0005 0.0095 305.683309839
0.0005 0.0105 309.938074703
0.0005 0.0115 314.285716398
0.0005 0.0125 319.76054945
0.0005 0.0135 325.235382502
0.0005 0.0145 328.133526053
0.0005 0.0155 329.000485361
0.0005 0.0165 329.867444669
0.0005 0.0175 330.912441101
0.0005 0.0185 331.615044294
0.0005 0.0195 332.317647486
0.0005 0.0205 332.877429559
0.0005 0.0215 333.689322289
0.0005 0.0225 334.501215019
0.0005 0.0235 335.172591613
0.0005 0.0245 336.589143191
0.0005 0.0255 338.00569477
0.0005 0.0265 339.608545267
0.0005 0.0275 342.107656319
0.0005 0.0285 344.606767371
0.0005 0.0295 347.263264185
0.0005 0.0305 348.972594743
0.0005 0.0315 350.674800755
0.0015 -0.0315 344.779795753
0.0015 -0.0305 343.213591701
0.0015 -0.0295 341.144298428
0.0015 -0.0285 338.257179457
0.0015 -0.0275 335.615814602
0.0015 -0.0265 333.511849294
0.0015 -0.0255 332.268891289
0.0015 -0.0245 331.055100806
0.0015 -0.0235 330.05775135
0.0015 -0.0225 329.362644454
0.0015 -0.0215 328.609484918
0.0015 -0.0205 327.749713691
0.0015 -0.0195 326.805523738
0.0015 -0.0185 326.003968862
0.0015 -0.0175 324.920769283
0.0015 -0.0165 323.284491823
0.0015 -0.0155 321.438367641
0.0015 -0.0145 319.440410752
0.0015 -0.0135 317.469937591
0.0015 -0.0125 313.393117302
0.0015 -0.0115 308.501356062
0.0015 -0.0105 304.83193117
0.0015 -0.0095 302.116781579
0.0015 -0.0085 299.586852098
0.0015 -0.0075 296.337601147
0.0015 -0.0065 294.487997238
0.0015 -0.0055 293.730338308
0.0015 -0.0045 293.144972344
0.0015 -0.0035 293.119698561
0.0015 -0.0025 293.139233806
0.0015 -0.0015 293.154283276
0.0015 -0.0005 293.156966302
0.0015 0.0005 293.15633036
0.0015 0.0015 293.152643177
0.0015 0.0025 293.139282613
0.0015 0.0035 293.122231906
0.0015 0.0045 293.156137917
0.0015 0.0055 294.199756853
0.0015 0.0065 295.492737878
0.0015 0.0075 298.234778734
0.0015 0.0085 302.810120485
0.0015 0.0095 307.22594615
0.0015 0.0105 311.404388443
0.0015 0.0115 315.468349246
0.0015 0.0125 320.268871234
0.0015 0.0135 324.58523543
0.0015 0.0145 327.250766409
0.0015 0.0155 328.963301886
0.0015 0.0165 329.966509397
0.0015 0.0175 331.163118166
0.0015 0.0185 332.098291182
0.0015 0.0195 332.698198298
0.0015 0.0205 333.147403231
0.0015 0.0215 333.777637401
0.0015 0.0225 334.443219921
0.0015 0.0235 334.885708627
0.0015 0.0245 335.791767183
0.0015 0.0255 337.222927544
0.0015 0.0265 338.672607559
0.0015 0.0275 340.600318675
0.0015 0.0285 343.407145497
0.0015 0.0295 346.482682024
0.0015 0.0305 348.548435477
0.0015 0.0315 350.055563971
0.0025 -0.0315 344.183909372
0.0025 -0.0305 342.534134713
0.0025 -0.0295 340.213389002
0.0025 -0.0285 337.265238772
0.0025 -0.0275 334.359531434
0.0025 -0.0265 332.925053336
0.0025 -0.0255 331.740659991
0.0025 -0.0245 330.599623249
0.0025 -0.0235 329.931810363
0.0025 -0.0225 329.180317451
0.0025 -0.0215 328.42882454
0.0025 -0.0205 327.471811977
0.0025 -0.0195 326.529719007
0.0025 -0.0185 325.530832238
0.0025 -0.0175 323.799188378
0.0025 -0.0165 322.163040876
0.0025 -0.0155 320.488018049
0.0025 -0.0145 318.464689137
0.0025 -0.0135 316.490150622
0.0025 -0.0125 314.541673149
0.0025 -0.0115 311.06097043
0.0025 -0.0105 307.387734767
0.0025 -0.0095 303.734391539
0.0025 -0.0085 300.459049528
0.0025 -0.0075 297.192707924
0.0025 -0.0065 294.548910913
0.0025 -0.0055 293.960045251
0.0025 -0.0045 293.371179588
0.0025 -0.0035 293.117736503
0.0025 -0.0025 293.137271368
0.0025 -0.0015 293.156806232
0.0025 -0.0005 293.161613787
0.0025 0.0005 293.160967804
0.0025 0.0015 293.155212532
0.0025 0.0025 293.138197541
0.0025 0.0035 293.121182549
0.0025 0.0045 293.563332083
0.0025 0.0055 294.619587059
0.0025 0.0065 295.675842035
0.0025 0.0075 299.368310475
0.0025 0.0085 303.950169238
0.0025 0.0095 308.532028002
0.0025 0.0105 312.536783498
0.0025 0.0115 316.6123527
0.0025 0.0125 320.668898092
0.0025 0.0135 323.392055379
0.0025 0.0145 326.057406563
0.0025 0.0155 328.752114929
0.0025 0.0165 330.268490392
0.0025 0.0175 331.461078399
0.0025 0.0185 332.656231972
0.0025 0.0195 333.238472812
0.0025 0.0205 333.704365434
0.0025 0.0215 334.170258057
0.0025 0.0225 334.535166686
0.0025 0.0235 335.018089336
0.0025 0.0245 335.465326186
0.0025 0.0255 336.586347007
0.0025 0.0265 338.059794961
0.0025 0.0275 339.605760495
0.0025 0.0285 342.326824565
