% Model:              SIMBench260525粗网格.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 27 2026, 20:01
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        温度
% Length unit:        m
% x                       y                        T (K)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 293.156908277
0.0005 -0.0305 293.156282526
0.0005 -0.0295 293.155903083
0.0005 -0.0285 293.155523641
0.0005 -0.0275 293.142256068
0.0005 -0.0265 293.134615904
0.0005 -0.0255 293.12697574
0.0005 -0.0245 293.124177197
0.0005 -0.0235 293.322782745
0.0005 -0.0225 293.573779452
0.0005 -0.0215 293.824776159
0.0005 -0.0205 294.075772867
0.0005 -0.0195 294.541155896
0.0005 -0.0185 294.467036347
0.0005 -0.0175 294.392916798
0.0005 -0.0165 294.318797249
0.0005 -0.0155 294.2446777
0.0005 -0.0145 294.570518657
0.0005 -0.0135 295.248931596
0.0005 -0.0125 295.927344535
0.0005 -0.0115 296.605757474
0.0005 -0.0105 297.284170413
0.0005 -0.0095 297.792865813
0.0005 -0.0085 298.465612058
0.0005 -0.0075 299.238981831
0.0005 -0.0065 300.012351604
0.0005 -0.0055 300.785721377
0.0005 -0.0045 301.392205942
0.0005 -0.0035 301.526343407
0.0005 -0.0025 301.734931183
0.0005 -0.0015 301.943518958
0.0005 -0.0005 302.152106734
0.0005 0.0005 302.358493382
0.0005 0.0015 302.356974234
0.0005 0.0025 302.393004701
0.0005 0.0035 302.429035168
0.0005 0.0045 302.465065635
0.0005 0.0055 302.501096102
0.0005 0.0065 302.533540863
0.0005 0.0075 302.616043005
0.0005 0.0085 302.698545146
0.0005 0.0095 302.781047287
0.0005 0.0105 302.863549429
0.0005 0.0115 302.960897929
0.0005 0.0125 303.062988734
0.0005 0.0135 303.164959705
0.0005 0.0145 303.266930675
0.0005 0.0155 303.368901646
0.0005 0.0165 303.510710215
0.0005 0.0175 303.63894311
0.0005 0.0185 303.744655483
0.0005 0.0195 303.850367856
0.0005 0.0205 303.956080229
0.0005 0.0215 304.072678947
0.0005 0.0225 304.249963954
0.0005 0.0235 304.43810204
0.0005 0.0245 304.626240125
0.0005 0.0255 304.814378211
0.0005 0.0265 305.006643125
0.0005 0.0275 305.498252846
0.0005 0.0285 306.255402138
0.0005 0.0295 307.012551431
0.0005 0.0305 307.769700723
0.0005 0.0315 308.526589762
0.0015 -0.0315 293.175261407
0.0015 -0.0305 293.16538902
0.0015 -0.0295 293.164270651
0.0015 -0.0285 293.162439613
0.0015 -0.0275 293.139894152
0.0015 -0.0265 293.124467933
0.0015 -0.0255 293.116827769
0.0015 -0.0245 293.192173795
0.0015 -0.0235 293.354614512
0.0015 -0.0225 293.572639482
0.0015 -0.0215 293.82363619
0.0015 -0.0205 294.174937496
0.0015 -0.0195 294.856082961
0.0015 -0.0185 295.219785278
0.0015 -0.0175 295.145665729
0.0015 -0.0165 295.07154618
0.0015 -0.0155 295.194021249
0.0015 -0.0145 295.744627011
0.0015 -0.0135 296.350082047
0.0015 -0.0125 297.028494985
0.0015 -0.0115 297.706907924
0.0015 -0.0105 298.347830502
0.0015 -0.0095 298.633191562
0.0015 -0.0085 299.00708901
