% Model:              Benchmark260518细网格.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 26 2026, 10:10
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        速度大小
% Length unit:        m
% x                       y                        spf.U (m/s)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 1.73983750697e-06
0.0005 -0.0305 2.219784085e-06
0.0005 -0.0295 2.30474161996e-06
0.0005 -0.0285 2.3122211293e-06
0.0005 -0.0275 2.30391168832e-06
0.0005 -0.0265 2.3047893952e-06
0.0005 -0.0255 2.41082295793e-06
0.0005 -0.0245 2.9058174536e-06
0.0005 -0.0235 4.4992343085e-06
0.0005 -0.0225 8.34494681712e-06
0.0005 -0.0215 1.98820028545e-05
0.0005 -0.0205 0.000102941359955
0.0005 -0.0195 0.000567327677633
0.0005 -0.0185 0.00140185241572
0.0005 -0.0175 0.00190050851505
0.0005 -0.0165 0.00358308722282
0.0005 -0.0155 0.028917543915
0.0005 -0.0145 0.0303124846555
0.0005 -0.0135 0.0249493750364
0.0005 -0.0125 0.0193007072196
0.0005 -0.0115 0.0116206386975
0.0005 -0.0105 0.00280139024033
0.0005 -0.0095 0.00053747715099
0.0005 -0.0085 0.000106542423537
0.0005 -0.0075 0.00017695285428
0.0005 -0.0065 0.00191042019946
0.0005 -0.0055 0.0101836411541
0.0005 -0.0045 0.0228869108515
0.0005 -0.0035 0.0354069297238
0.0005 -0.0025 0.0467937889975
0.0005 -0.0015 0.0501330309918
0.0005 -0.0005 0.039053095131
0.0005 0.0005 0.00267980633353
0.0005 0.0015 0.00223438076494
0.0005 0.0025 0.00178379710253
0.0005 0.0035 0.00144932835107
0.0005 0.0045 0.00133705206851
0.0005 0.0055 0.00148347211762
0.0005 0.0065 0.00169733343036
0.0005 0.0075 0.00177028076508
0.0005 0.0085 0.00143508781305
0.0005 0.0095 0.000730929079043
0.0005 0.0105 0.00018058650183
0.0005 0.0115 4.11570454145e-05
0.0005 0.0125 1.58339089675e-05
0.0005 0.0135 1.02342720422e-05
0.0005 0.0145 8.8388316097e-06
0.0005 0.0155 7.75839818241e-06
0.0005 0.0165 6.75095920098e-06
0.0005 0.0175 6.63628993857e-06
0.0005 0.0185 6.71259367554e-06
0.0005 0.0195 6.79118669929e-06
0.0005 0.0205 6.82344548832e-06
0.0005 0.0215 6.80581587448e-06
0.0005 0.0225 6.69035153138e-06
0.0005 0.0235 6.55481209832e-06
0.0005 0.0245 6.36591820499e-06
0.0005 0.0255 6.14178099927e-06
0.0005 0.0265 5.88085629209e-06
0.0005 0.0275 5.58245932338e-06
0.0005 0.0285 5.22055298165e-06
0.0005 0.0295 4.74606640312e-06
0.0005 0.0305 4.11267281606e-06
0.0005 0.0315 3.17801267694e-06
0.0015 -0.0315 2.27231097454e-06
0.0015 -0.0305 2.99853175295e-06
0.0015 -0.0295 3.05782898396e-06
0.0015 -0.0285 2.92086634766e-06
0.0015 -0.0275 2.89000917977e-06
0.0015 -0.0265 3.05768978839e-06
0.0015 -0.0255 3.6235363741e-06
0.0015 -0.0245 5.42004208324e-06
0.0015 -0.0235 1.14247934698e-05
0.0015 -0.0225 2.89499376964e-05
0.0015 -0.0215 0.000126189997861
0.0015 -0.0205 0.000585401892792
0.0015 -0.0195 0.00179619411169
0.0015 -0.0185 0.00223651773922
0.0015 -0.0175 0.00187128371062
0.0015 -0.0165 0.016346704257
0.0015 -0.0155 0.0325112924692
0.0015 -0.0145 0.0301446445604
0.0015 -0.0135 0.0238463189507
0.0015 -0.0125 0.0155636174998
0.0015 -0.0115 0.00569940851903
0.0015 -0.0105 0.0010619852051
0.0015 -0.0095 0.000341690081904
0.0015 -0.0085 0.000111862572467
0.0015 -0.0075 0.000162452471273
0.0015 -0.0065 0.00112948115142
0.0015 -0.0055 0.00667021626674
0.0015 -0.0045 0.0196233329489
0.0015 -0.0035 0.0329422900549
0.0015 -0.0025 0.0450446831252
0.0015 -0.0015 0.0506473472851
0.0015 -0.0005 0.0453108623031
0.0015 0.0005 0.0127539263017
0.0015 0.0015 0.00267501126598
0.0015 0.0025 0.00320576757193
0.0015 0.0035 0.00262696872729
0.0015 0.0045 0.002000701085
0.0015 0.0055 0.00170819308422
0.0015 0.0065 0.0015495854628
0.0015 0.0075 0.00140588873464
0.0015 0.0085 0.00148775069494
0.0015 0.0095 0.00158718896621
0.0015 0.0105 0.000647625969207
0.0015 0.0115 0.000200709286038
0.0015 0.0125 8.31324167484e-05
0.0015 0.0135 4.56247042646e-05
0.0015 0.0145 3.55851295677e-05
0.0015 0.0155 2.30553830341e-05
0.0015 0.0165 1.42229494511e-05
0.0015 0.0175 9.22209220017e-06
0.0015 0.0185 7.05127453681e-06
0.0015 0.0195 6.13271683145e-06
0.0015 0.0205 5.77739099748e-06
0.0015 0.0215 5.62179463488e-06
0.0015 0.0225 5.56014008964e-06
0.0015 0.0235 5.52614018055e-06
0.0015 0.0245 5.50127304633e-06
0.0015 0.0255 5.48639145961e-06
0.0015 0.0265 5.49542519801e-06
0.0015 0.0275 5.53616086266e-06
0.0015 0.0285 5.61616857943e-06
0.0015 0.0295 5.67497339844e-06
0.0015 0.0305 5.36433270115e-06
0.0015 0.0315 4.11328543295e-06
0.0025 -0.0315 2.47734053162e-06
0.0025 -0.0305 3.38143970791e-06
0.0025 -0.0295 3.89729891613e-06
0.0025 -0.0285 3.93804257698e-06
0.0025 -0.0275 3.96058077952e-06
0.0025 -0.0265 4.19360683909e-06
0.0025 -0.0255 5.16250132667e-06
0.0025 -0.0245 8.76667002357e-06
0.0025 -0.0235 2.13310144212e-05
0.0025 -0.0225 8.39724548224e-05
