% Model:              Benchmark260518细网格.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 25 2026, 17:44
% Dimension:          2
% Nodes:              4096
% Expressions:        1
% Description:        速度大小
% Length unit:        m
% x                       y                        spf.U (m/s)
% mirrored_by_python_y_to_minus_y, coord_match_decimals=12
0.0005 -0.0315 1.39547631427e-06
0.0005 -0.0305 1.79346503285e-06
0.0005 -0.0295 1.91147983508e-06
0.0005 -0.0285 1.98123511103e-06
0.0005 -0.0275 2.03479829466e-06
0.0005 -0.0265 2.08006437241e-06
0.0005 -0.0255 2.14604498441e-06
0.0005 -0.0245 2.33288481288e-06
0.0005 -0.0235 3.15559013799e-06
0.0005 -0.0225 6.47440408022e-06
0.0005 -0.0215 2.55609945503e-05
0.0005 -0.0205 0.000124395557231
0.0005 -0.0195 0.000786561502811
0.0005 -0.0185 0.00203243658797
0.0005 -0.0175 0.0477833741997
0.0005 -0.0165 0.115141347062
0.0005 -0.0155 0.122464851905
0.0005 -0.0145 0.0681370577786
0.0005 -0.0135 0.00258730133513
0.0005 -0.0125 0.00133148772657
0.0005 -0.0115 0.000825702698559
0.0005 -0.0105 0.000442528067609
0.0005 -0.0095 0.000411046136644
0.0005 -0.0085 0.000751957660537
0.0005 -0.0075 0.00179501825956
0.0005 -0.0065 0.00409895092775
0.0005 -0.0055 0.00625732817069
0.0005 -0.0045 0.00713987794558
0.0005 -0.0035 0.0065334096954
0.0005 -0.0025 0.00520817325584
0.0005 -0.0015 0.00389103323686
0.0005 -0.0005 0.00297080233249
0.0005 0.0005 0.00252141007966
0.0005 0.0015 0.00233419936174
0.0005 0.0025 0.00224687842539
0.0005 0.0035 0.00214699372485
0.0005 0.0045 0.00204314624815
0.0005 0.0055 0.00180474785681
0.0005 0.0065 0.00131289697444
0.0005 0.0075 0.000653252958708
0.0005 0.0085 0.000184512221666
0.0005 0.0095 5.99643340624e-05
0.0005 0.0105 7.65303939216e-05
0.0005 0.0115 0.000106097967078
0.0005 0.0125 0.000105488098205
0.0005 0.0135 6.9448830965e-05
0.0005 0.0145 4.0151406959e-05
0.0005 0.0155 2.35081865594e-05
0.0005 0.0165 1.65927046205e-05
0.0005 0.0175 1.42890844906e-05
0.0005 0.0185 1.25813620432e-05
0.0005 0.0195 1.15241013072e-05
0.0005 0.0205 1.06301676541e-05
0.0005 0.0215 9.90430803239e-06
0.0005 0.0225 9.24711193306e-06
0.0005 0.0235 8.67291404978e-06
0.0005 0.0245 8.14240964447e-06
0.0005 0.0255 7.65615015357e-06
0.0005 0.0265 7.16915915404e-06
0.0005 0.0275 6.66676162817e-06
0.0005 0.0285 6.16925550768e-06
0.0005 0.0295 5.46488595399e-06
0.0005 0.0305 4.8615528874e-06
0.0005 0.0315 3.72393908932e-06
0.0015 -0.0315 1.79590782633e-06
0.0015 -0.0305 2.38277133056e-06
0.0015 -0.0295 2.56651911085e-06
0.0015 -0.0285 2.59165422816e-06
0.0015 -0.0275 2.59528655879e-06
0.0015 -0.0265 2.5891505372e-06
0.0015 -0.0255 2.61379960087e-06
0.0015 -0.0245 2.82712764768e-06
0.0015 -0.0235 3.95535916878e-06
0.0015 -0.0225 8.38209742407e-06
0.0015 -0.0215 3.42000959719e-05
0.0015 -0.0205 0.000227721141298
0.0015 -0.0195 0.00185151553096
0.0015 -0.0185 0.00160863281439
0.0015 -0.0175 0.0446408275864
0.0015 -0.0165 0.112735067606
0.0015 -0.0155 0.122373123361
0.0015 -0.0145 0.0724122215965
0.0015 -0.0135 0.00342224774597
0.0015 -0.0125 0.00272566134476
0.0015 -0.0115 0.00160353519082
0.0015 -0.0105 0.00153212047299
0.0015 -0.0095 0.00220035215603
0.0015 -0.0085 0.00388990770857
0.0015 -0.0075 0.00555611496245
0.0015 -0.0065 0.00477228454771
0.0015 -0.0055 0.000747806017761
0.0015 -0.0045 0.00520431578499
0.0015 -0.0035 0.0100183294868
0.0015 -0.0025 0.0129213924984
0.0015 -0.0015 0.0132369554947
0.0015 -0.0005 0.011725828517
0.0015 0.0005 0.00877082310272
0.0015 0.0015 0.00535280297021
0.0015 0.0025 0.00229363771567
0.0015 0.0035 0.0006546935576
0.0015 0.0045 0.00167741406066
0.0015 0.0055 0.00236706398189
0.0015 0.0065 0.00264745325444
0.0015 0.0075 0.00228487758623
0.0015 0.0085 0.00136564647506
0.0015 0.0095 0.000559402723191
0.0015 0.0105 0.000744327735605
0.0015 0.0115 0.000955230101796
0.0015 0.0125 0.000697217260094
0.0015 0.0135 0.000346499215565
0.0015 0.0145 0.000146376202909
0.0015 0.0155 6.2725813699e-05
0.0015 0.0165 3.09689912577e-05
0.0015 0.0175 1.9031131594e-05
0.0015 0.0185 1.43065791797e-05
0.0015 0.0195 1.2104232323e-05
0.0015 0.0205 1.07855738877e-05
0.0015 0.0215 9.87544621273e-06
0.0015 0.0225 9.1366193089e-06
0.0015 0.0235 8.5309056282e-06
0.0015 0.0245 8.02651023093e-06
0.0015 0.0255 7.61643728062e-06
0.0015 0.0265 7.30163654624e-06
0.0015 0.0275 7.07860232146e-06
0.0015 0.0285 6.95317394317e-06
0.0015 0.0295 6.84551414438e-06
0.0015 0.0305 6.36292684121e-06
0.0015 0.0315 4.79078293696e-06
0.0025 -0.0315 1.88753417969e-06
